OBJECTID,parcel_py_PARCEL,parcel_py_PARCEL_NBR,parcel_py_ACRE,LAndBAnkTop100CSVUpdate_csv_PAR,LAndBAnkTop100CSVUpdate_csv_ACR,LAndBAnkTop100CSVUpdate_csv_OWN,LAndBAnkTop100CSVUpdate_csv_Add,LAndBAnkTop100CSVUpdate_csv_NUM,LAndBAnkTop100CSVUpdate_csv_DIR,LAndBAnkTop100CSVUpdate_csv_ST_,LAndBAnkTop100CSVUpdate_csv_SUF,LAndBAnkTop100CSVUpdate_csv_MIS,LAndBAnkTop100CSVUpdate_csv_CIT,LAndBAnkTop100CSVUpdate_csv_STA,LAndBAnkTop100CSVUpdate_csv_ZIP,LAndBAnkTop100CSVUpdate_csv_DEL,LAndBAnkTop100CSVUpdate_csv_VAC,LAndBAnkTop100CSVUpdate_csv_LAN,LAndBAnkTop100CSVUpdate_csv_ORI,LAndBAnkTop100CSVUpdate_csv_Sub,LAndBAnkTop100CSVUpdate_csv_Tax,LAndBAnkTop100CSVUpdate_csv_Sch,LAndBAnkTop100CSVUpdate_csv_UGD,LAndBAnkTop100CSVUpdate_csv_UGA,LAndBAnkTop100CSVUpdate_csv_Pla,LAndBAnkTop100CSVUpdate_csv_Map,LAndBAnkTop100CSVUpdate_csv_Use,LAndBAnkTop100CSVUpdate_csv_App,LAndBAnkTop100CSVUpdate_csv_A_1,LAndBAnkTop100CSVUpdate_csv_Rem,LAndBAnkTop100CSVUpdate_csv_R_1,LAndBAnkTop100CSVUpdate_csv_Unb,LAndBAnkTop100CSVUpdate_csv_R_2,LAndBAnkTop100CSVUpdate_csv_Bui,LAndBAnkTop100CSVUpdate_csv_Hom,LAndBAnkTop100CSVUpdate_csv_Res,LAndBAnkTop100CSVUpdate_csv_Sum,LAndBAnkTop100CSVUpdate_csv_Mea,LAndBAnkTop100CSVUpdate_csv_R_3,LAndBAnkTop100CSVUpdate_csv_B_1,LAndBAnkTop100CSVUpdate_csv_H_1,LAndBAnkTop100CSVUpdate_csv_S_1,LAndBAnkTop100CSVUpdate_csv_M_1,LAndBAnkTop100CSVUpdate_csv_Lot,LAndBAnkTop100CSVUpdate_csv_Ran,LAndBAnkTop100CSVUpdate_csv_R_4,LAndBAnkTop100CSVUpdate_csv_P_1,LAndBAnkTop100CSVUpdate_csv_Dem,LAndBAnkTop100CSVUpdate_csv_Und,LAndBAnkTop100CSVUpdate_csv_Flo,LAndBAnkTop100CSVUpdate_csv_His,LAndBAnkTop100CSVUpdate_csv_Soi,Shape__Area,Shape__Length
1322,075701,75701,0.35393174904604,75701,0.353932,WYANDOTTE COUNTY LANDBANK,1722 N 29TH ST ,1722,N,29TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R51498,KENSINGTON RES OF RES B19,10,500,4,1,131.75,15417.267,Residential highest and best use,360,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,79,2732050,34582.91139,0.866,0,0,0.908,0.742,0.42275,373,,75701,2010,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",15417.2668457031,496.411712988865
1323,916933,916933,0.116737055463544,916933,0.116737,WYANDOTTE COUNTY LANDBANK,3161 N 48TH ST ,3161,N,48TH,ST,,KANSAS CITY,KS,66104,Y,Y,<Null>,R9133,<Null>,10,500,1,1,50,5085.066,Residential highest and best use,7360,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,31,1062540,34275.48387,0,0,0,0.516,0.739,0.156875,1624,,916933,2008,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",5085.06610107422,303.027946384655
1324,080435,80435,0.219601045181653,80435,0.219601,WYANDOTTE COUNTY LANDBANK,810 N 10TH ST ,810,N,10TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R46012,WYANDOTTE CITY,410,500,2,2,128,9565.822,Residential highest and best use,910,0,LBHD,15,<Null>,0,<Null>,<Null>,44,1543940,35089.54546,0,0,0,0.667,0.749,0.177,1538,,80435,2004,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",9565.82153320313,405.438286180578
1325,159700,159700,0.22127139241402,159700,0.221271,WYANDOTTE COUNTY LANDBANK,2200  HASKELL AVE ,2200,,HASKELL,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7616,SUNCREST RIDGE,10,500,4,1,62,9638.582,Residential highest and best use,300,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,49,1719140,35084.4898,0.317,0,0,0.717,0.748,0.262375,1109,,159700,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",9638.58178710938,428.422424006257
1326,101702,101702,0.182995968804939,101702,0.182996,WYANDOTTE COUNTY LANDBANK,3112  WAVERLY AVE ,3112,,WAVERLY,AVE,,KANSAS CITY,KS,66104,<Null>,<Null>,<Null>,R5641,SPRINGFIELD MANOR,10,500,4,1,75,7971.304,Residential highest and best use,280,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,83,1738800,20949.39759,0.576,0,0,0.721,0.521,0.29925,942,,101702,2018,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",7971.30444335938,362.161856486504
1327,169051,169051,0.157576511231323,169051,0.157577,WYANDOTTE COUNTY LANDBANK,3527  WYANDOTTE AVE ,3527,,WYANDOTTE,AVE,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68188,GIBBS & PAYNES ADD,10,500,3,2,50,6864.033,Residential highest and best use,1010,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,47,3061490,65138.08511,0,0,0,0.931,0.916,0.230875,1261,,169051,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",6864.03289794922,366.338886832778
1328,059025,59025,0.297876068212252,59025,0.297876,WYANDOTTE COUNTY LANDBANK,16 S 22ND ST ,16,S,22ND,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R55684,CLIFTON HILLS,10,500,4,1,100,12975.482,Residential highest and best use,880,0,LBHD,NRSA,<Null>,2,<Null>,<Null>,58,3135530,54060.86207,0.576,0,0,0.936,0.877,0.370625,624,,59025,2007,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",12975.4815673828,461.328735235248
1329,064050,64050,0.135265851684236,64050,0.135266,WYANDOTTE COUNTY LANDBANK,1519 N 36TH ST ,1519,N,36TH,ST,,KANSAS CITY,KS,66102,Y,Y,<Null>,R53462,WEST RIDGE,10,500,4,1,60,5892.18,Residential highest and best use,260,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,57,2020550,35448.24561,0.317,0,0,0.791,0.753,0.27225,1066,,64050,2012,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5892.18048095703,317.104207479563
1330,080453,80453,0.0738722409466582,80453,0.073872,WYANDOTTE COUNTY LANDBANK,809 N 11TH ST ,809,N,11TH,ST,,KANSAS CITY,KS,66102,Y,Y,<Null>,R46029,WYANDOTTE CITY,410,500,2,2,33,3217.875,Residential highest and best use,520,0,<Null>,<Null>,<Null>,2,2,<Null>,57,2213890,38840.17544,0.576,0.982,0,0.83,0.792,0.59225,142,63,80453,2009,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3217.87487792969,255.096815799917
1331,055631,55631,0.205211699319706,55631,0.205212,WYANDOTTE COUNTY LANDBANK,621 N 31ST ST ,621,N,31ST,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R54625,PARKVIEW,10,500,4,1,40,8939.022,Residential highest and best use,800,0,<Null>,<Null>,<Null>,7,<Null>,2,61,4796440,78630.16393,0.987,0,0.969,0.987,0.945,0.7305,40,,55631,0,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8939.02154541016,496.737693581394
1332,001113,1113,0.200007015067634,1113,0.200007,WYANDOTTE COUNTY LANDBANK,2506 N 62ND ST ,2506,N,62ND,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R15499,SOUTH QUIVIRIAN ACRES,10,500,8,1,65,8712.306,Residential highest and best use,13490,0,<Null>,<Null>,<Null>,4,<Null>,1,43,3382110,78653.72093,0.866,0,0.866,0.951,0.945,0.67,61,,1113,0,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8712.30554199219,395.918459940411
1333,080443,80443,0.145182414207023,80443,0.145182,WYANDOTTE COUNTY LANDBANK,1035  ARMSTRONG AVE ,1035,,ARMSTRONG,AVE,,KANSAS CITY,KS,66102,Y,Y,<Null>,R46018,WYANDOTTE CITY,410,500,2,2,50,6324.146,Residential highest and best use,730,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,57,2065100,36229.82456,0.576,0,0,0.801,0.761,0.33925,785,,80443,1998,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6324.14605712891,354.391841018489
1334,120309,120309,0.0767722856720512,120309,0.076772,WYANDOTTE COUNTY LANDBANK,808  RIDGE AVE ,808,,RIDGE,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R50345,RIVERVIEW ADD NO 1,10,500,2,2,28,3344.201,Residential highest and best use,530,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,76,2564860,33748.1579,0.76,0,0,0.884,0.73,0.39175,514,,120309,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3344.20080566406,303.185371444342
1335,166704,166704,0.245959650469871,166704,0.24596,WYANDOTTE COUNTY LANDBANK,3529 N 35TH ST ,3529,N,35TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3443,WINDY CLIFF SUB,10,500,1,1,50,10714.002,Residential highest and best use,990,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,14,313690,22406.42857,0,0,0,0.18,0.552,0.0915,1945,,166704,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",10714.0023193359,523.57897041292
1336,910439,910439,0.0331044245898838,910439,0.033104,WYANDOTTE COUNTY LANDBANK,3440 N 27TH ST ,3440,N,27TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3272,<Null>,10,500,1,1,40,1442.029,Residential highest and best use,610,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,29,343750,11853.44828,0,0,0,0.196,0.317,0.064125,2022,,910439,<Null>,<Null>,<Null>,Quindaro & Western University,"Knox silt loam, 7 to 12 percent slopes",1442.02874755859,153.038751019433
1337,080445,80445,0.0725624537337119,80445,0.072562,WYANDOTTE COUNTY LANDBANK,1043  ARMSTRONG AVE ,1043,,ARMSTRONG,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R46020,WYANDOTTE CITY,410,500,2,2,25,3160.82,Residential highest and best use,510,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,54,1938100,35890.74074,0.317,0,0,0.772,0.759,0.270625,1075,,80445,2004,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3160.82037353516,304.748199966966
1338,165210,165210,0.304595374692101,165210,0.304595,WYANDOTTE COUNTY LANDBANK,3745 N 35TH ST ,3745,N,35TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3331,WESTERN UNIVERSITY PLACE,10,500,1,1,48,13268.175,Residential highest and best use,510,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,14,220960,15782.85714,0,0,0,0.102,0.413,0.064375,2021,,165210,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",13268.1744995117,637.305793766327
1339,167605,167605,0.156984477988811,167605,0.156984,WYANDOTTE COUNTY LANDBANK,3817 N 37TH ST ,3817,N,37TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3315,WESTERN UNIVERSITY ANNEX,10,500,1,1,50,6838.244,Residential highest and best use,410,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,21,53410,2543.333333,0.317,0,0,0.02,0.014,0.0835,1961,,167605,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6838.24377441406,368.615234330349
1340,127203,127203,0.0662808972862911,127203,0.066281,WYANDOTTE COUNTY LANDBANK,1511 S FERREE ST ,1511,S,FERREE,ST,,KANSAS CITY,KS,66103,Y,Y,<Null>,R63271,SCHOONMAKERS 1ST ADD,10,500,3,2,25,2887.196,Residential highest and best use,830,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,16,577260,36078.75,0.317,0,0,0.339,0.76,0.216625,1329,,127203,2014,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",2887.19586181641,295.184671935446
1341,165209,165209,0.291930348403134,165209,0.29193,WYANDOTTE COUNTY LANDBANK,3743 N 35TH ST ,3743,N,35TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3332,WESTERN UNIVERSITY PLACE,10,500,1,1,50,12716.486,Residential highest and best use,510,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,12,170690,14224.16667,0,0,0,0.064,0.375,0.054875,2069,,165209,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",12716.4860229492,633.202222857454
1342,909605,909605,0.127666263150316,909605,0.127666,WYANDOTTE COUNTY LANDBANK,2211  WOOD AVE ,2211,,WOOD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50892,<Null>,10,500,4,1,50,5561.142,Residential highest and best use,260,0,<Null>,<Null>,<Null>,2,<Null>,1,51,1532100,30041.17647,0.576,0,0.866,0.66,0.682,0.52825,213,85,909605,1999,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5561.14239501953,349.72755111259
1343,127302,127302,0.0572944520922886,127302,0.057294,WYANDOTTE COUNTY LANDBANK,932  RUBY AVE ,932,,RUBY,AVE,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R63275,BOWER & BROWNS RES,10,500,3,2,25,2495.746,Residential highest and best use,810,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,16,603870,37741.875,0.317,0,0,0.349,0.781,0.2205,1313,,127302,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",2495.74627685547,253.762305110022
1344,909606,909606,0.0834531366878763,909606,0.083453,WYANDOTTE COUNTY LANDBANK,2215  WOOD AVE ,2215,,WOOD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50893,<Null>,10,500,4,1,25,3635.219,Residential highest and best use,230,0,<Null>,<Null>,<Null>,1,<Null>,1,51,1502580,29462.35294,0.317,0,0.866,0.652,0.668,0.46075,279,,909606,1999,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3635.21862792969,321.066020090685
1345,066113,66113,0.410607275996302,66113,0.410607,WYANDOTTE COUNTY LANDBANK,1514 N 23RD ST ,1514,N,23RD,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R52016,CHELSEA,10,500,4,1,150,17886.053,Residential highest and best use,380,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,61,2115080,34673.44262,0.317,0,0,0.811,0.744,0.273625,1055,,66113,2005,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",17886.0529174805,540.166997609997
1346,066124,66124,0.184932132141087,66124,0.184932,WYANDOTTE COUNTY LANDBANK,1614 N 24TH ST ,1614,N,24TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R51974,CHELSEA,10,500,4,1,44.9,8055.644,Residential highest and best use,140,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,52,1965780,37803.46154,0.76,0,0,0.778,0.783,0.385125,551,,66124,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8055.64367675781,387.72408849706
1347,100502,100502,0.132572809589863,100502,0.132573,WYANDOTTE COUNTY LANDBANK,2715 N 31ST ST ,2715,N,31ST,ST,,KANSAS CITY,KS,66104,Y,Y,<Null>,R5318,FREDERICK HEIGHTS L1-10,10,500,1,1,47,5774.872,Residential highest and best use,260,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,81,2154020,26592.83951,0.866,0,0,0.82,0.62,0.3965,492,,100502,2007,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5774.87158203125,329.686218100219
1348,066114,66114,0.206289739603981,66114,0.20629,WYANDOTTE COUNTY LANDBANK,1512 N 23RD ST ,1512,N,23RD,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R52041,CHELSEA,10,500,4,1,63.7,8985.981,Residential highest and best use,290,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,73,2837510,38870,0.576,0,0,0.919,0.793,0.358,695,,66114,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8985.98101806641,390.692145601802
1349,025900,25900,0.460316925904658,25900,0.460317,WYANDOTTE COUNTY LANDBANK,3649 N 55TH ST ,3649,N,55TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R9335,BRAWNER HEIGHTS,10,500,1,1,100,20051.405,Residential highest and best use,990,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,3,270660,90220,0,0,0,0.147,0.96,0.138375,1731,,25900,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",20051.4052124023,599.05016341022
1350,107105,107105,0.56664310073598,107105,0.566643,WYANDOTTE COUNTY LANDBANK,3120 N 47TH TER ,3120,N,47TH,TER,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R9150,GRAYS ADD,10,500,1,1,160,24682.973,Residential highest and best use,2520,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,37,1824210,49302.97297,0.866,0,0,0.742,0.861,0.416875,398,,107105,2010,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",24682.9735107422,628.717204083381
1351,194622,194622,0.186611336702676,194622,0.186611,WYANDOTTE COUNTY LANDBANK,3141  GEORGIA AVE ,3141,,GEORGIA,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R5439,FREDERICK HEIGHTS L11-43,10,500,1,1,50.71,8128.79,Residential highest and best use,290,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,84,2110840,25129.04762,0.76,0,0,0.809,0.598,0.365875,650,,194622,2016,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8128.78979492188,440.320350877792
1352,210068,210068,0.0916328519289968,210068,0.091633,WYANDOTTE COUNTY LANDBANK,2939 N 11TH ST ,2939,N,11TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R563,PARKWOOD B6-11,10,500,1,1,30,3991.527,Residential highest and best use,230,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,75,1367170,18228.93333,0.866,0,0,0.612,0.455,0.349875,738,,210068,1998,<Null>,<Null>,Parkwood,"Knox silt loam, 7 to 12 percent slopes",3991.52703857422,328.442953292796
1353,101904,101904,0.153028454149664,101904,0.153028,WYANDOTTE COUNTY LANDBANK,2740  ROWLAND AVE ,2740,,ROWLAND,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R5304,UNIVERSITY PARK SUB OF AN ADD TO,10,500,1,1,51.6,6665.919,Residential highest and best use,270,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,68,1906190,28032.20588,0.76,0,0,0.765,0.646,0.366375,646,,101904,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6665.91943359375,366.484569051233
1354,101960,101960,0.21836227118172,101960,0.218362,WYANDOTTE COUNTY LANDBANK,2729  ROWLAND AVE ,2729,,ROWLAND,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R5469,UNIVERSITY PARK SUB OF AN ADD TO,10,500,1,1,128.5,9511.861,Residential highest and best use,300,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,58,1620970,27947.75862,0.866,0,0,0.69,0.645,0.383375,560,,101960,1998,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",9511.86053466797,442.330114931329
1355,127300,127300,0.0651308599166942,127300,0.065131,WYANDOTTE COUNTY LANDBANK,928  RUBY AVE ,928,,RUBY,AVE,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R63277,BOWER & BROWNS RES,10,500,3,2,26,2837.1,Residential highest and best use,830,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,14,490140,35010,0.317,0,0,0.292,0.748,0.20925,1371,,127300,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",2837.10021972656,260.829134780573
1356,907124,907124,0.558623435399663,907124,0.558623,WYANDOTTE COUNTY LANDBANK,3074 N 16TH ST ,3074,N,16TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6117,<Null>,10,500,1,1,144.24,24333.637,Residential highest and best use,220,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,27,141340,5234.814815,0,0,0,0.042,0.083,0.015625,2273,,907124,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 12 to 18 percent slopes",24333.6369018555,637.747021154785
1357,939818,939818,0.28824392212225,939818,0.288244,WYANDOTTE COUNTY LANDBANK,2003 S 98TH ST ,2003,S,98TH,ST,,EDWARDSVILLE,KS,66111,<Null>,Y,<Null>,R26436,<Null>,130,204,7,2,50,12555.905,Residential highest and best use,10850,0,<Null>,<Null>,<Null>,1,<Null>,1,15,1135020,75668,0.317,0,0.866,0.539,0.938,0.480375,250,,939818,0,<Null>,<Null>,<Null>,"Welda silt loam, 8 to 15 percent slopes",12555.9051513672,599.468649784098
1358,162600,162600,0.839856541749509,162600,0.839857,WYANDOTTE COUNTY LANDBANK,2936 N 18TH ST ,2936,N,18TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6994,"MORASCH,CHARLES ESTATE SUB",10,500,1,1,253,36584.151,Residential highest and best use,570,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,37,1501520,40581.62162,0,0,0,0.651,0.807,0.18225,1513,,162600,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",36584.1508178711,785.081628208043
1359,093525,93525,0.173921089229558,93525,0.173921,WYANDOTTE COUNTY LANDBANK,52 N 9TH ST ,52,N,9TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R48855,MC GREW PLACE,10,500,2,2,50,7576.003,Residential highest and best use,810,0,LBHD,1,<Null>,1,<Null>,<Null>,71,1978140,27861.12676,0.317,0,0,0.782,0.642,0.25725,1139,,93525,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",7576.00262451172,392.399506864132
1360,025903,25903,0.547152898673349,25903,0.547153,WYANDOTTE COUNTY LANDBANK,3625 N 55TH ST ,3625,N,55TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R9338,BRAWNER HEIGHTS,10,500,1,1,115.3,23833.98,Residential highest and best use,2520,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,4,403040,100760,0,0,0,0.244,0.976,0.1525,1655,,25903,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",23833.9803466797,733.663021983531
1361,162606,162606,0.180832285903674,162606,0.180832,WYANDOTTE COUNTY LANDBANK,3026 N 20TH ST ,3026,N,20TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6840,"MORASCH,CHARLES ESTATE SUB",10,500,1,1,50,7877.054,Residential highest and best use,260,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,46,801080,17414.78261,0,0,0,0.416,0.444,0.1075,1881,,162606,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",7877.05444335938,405.259834456538
1362,127228,127228,0.422410212503691,127228,0.42241,WYANDOTTE COUNTY LANDBANK,1608 S FERREE ST ,1608,S,FERREE,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R63403,SCHOONMAKERS 1ST ADD,10,500,3,2,231,18400.189,Residential highest and best use,680,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,29,913130,31487.24138,0.317,0,0,0.459,0.701,0.22425,1291,,127228,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",18400.1887817383,579.46960798684
1363,127230,127230,0.544571166747489,127230,0.544571,WYANDOTTE COUNTY LANDBANK,1609 S FERREE ST ,1609,S,FERREE,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R63405,SCHOONMAKERS 1ST ADD,10,500,3,2,238,23721.52,Residential highest and best use,760,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,29,1200100,41382.75862,0.576,0,0,0.564,0.814,0.31625,876,,127230,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",23721.5200195313,795.962272514252
1364,080691,80691,0.147231750482955,80691,0.147232,WYANDOTTE COUNTY LANDBANK,1236  NEBRASKA AVE ,1236,,NEBRASKA,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R45076,WYANDOTTE CITY,10,500,4,1,50,6413.415,Residential highest and best use,270,0,LBHD,32,<Null>,0,<Null>,<Null>,54,932960,17277.03704,0,0,0,0.467,0.443,0.11375,1848,,80691,1998,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6413.4150390625,359.766441995302
1365,080692,80692,0.073780614439581,80692,0.073781,WYANDOTTE COUNTY LANDBANK,1234  NEBRASKA AVE ,1234,,NEBRASKA,AVE,,KANSAS CITY,KS,66102,<Null>,<Null>,<Null>,R45077,WYANDOTTE CITY,10,500,4,1,25,3213.884,Residential highest and best use,220,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,54,934600,17307.40741,0,0,0,0.468,0.444,0.114,1846,,80692,2018,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3213.88360595703,311.063168456448
1366,080727,80727,0.113493023906147,80727,0.113493,WYANDOTTE COUNTY LANDBANK,1323  WASHINGTON AVE ,1323,,WASHINGTON,AVE,,KANSAS CITY,KS,66102,Y,Y,<Null>,R45050,WYANDOTTE CITY,10,500,4,1,40,4943.756,Residential highest and best use,250,0,<Null>,<Null>,<Null>,1,<Null>,1,41,759330,18520.2439,0.317,0,0.866,0.401,0.46,0.403375,456,,80727,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4943.75610351563,330.541404210622
1367,090787,90787,0.199967842602705,90787,0.199968,WYANDOTTE COUNTY LANDBANK,1424  WASHINGTON AVE ,1424,,WASHINGTON,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R44983,BELMONT,10,500,4,1,35,8710.599,Residential highest and best use,290,0,<Null>,<Null>,<Null>,1,<Null>,3,41,1475390,35985.12195,0.317,0,0.993,0.643,0.759,0.50275,231,90,90787,2005,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8710.59918212891,405.967464072739
1368,080714,80714,0.0807289567862273,80714,0.080729,WYANDOTTE COUNTY LANDBANK,1215  NEBRASKA AVE ,1215,,NEBRASKA,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R45098,WYANDOTTE CITY,10,500,4,1,25,3516.553,Residential highest and best use,220,0,LBHD,32,<Null>,0,<Null>,<Null>,42,613880,14616.19048,0,0,0,0.352,0.384,0.092,1941,,80714,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3516.55340576172,324.640487138689
